Shipment_ID,Date,Origin_Port,Destination_Port,Transport_Mode,Product_Category,Distance_km,Weight_MT,Fuel_Price_Index,Geopolitical_Risk_Score,Weather_Condition,Carrier_Reliability_Score,Lead_Time_Days,Disruption_Occurred,Year,Month,Month_Name,Quarter,Hierarchical_Cluster,PCA1,PCA2
SC-10144,2025-09-02,Singapore,Antwerp,Road,Textiles,4630.19,203.8,3.26,7.0,Hurricane,0.826,29.71,1,2025,9,September,3,3,0.2684449692873541,0.10629002185224792
SC-10145,2025-04-24,Singapore,Shanghai,Air,Automotive,1034.86,440.04,3.77,10.0,Storm,0.801,0.99,1,2025,4,April,2,1,-1.4104702737239165,-0.31472616687594523
SC-10146,2025-06-25,Hamburg,Busan,Rail,Textiles,9338.68,324.69,3.79,7.1,Fog,0.962,13.45,0,2025,6,June,2,1,0.2628555900251106,-0.4739262066055669
SC-10147,2024-09-14,Los Angeles,Antwerp,Air,Pharmaceuticals,7788.85,449.73,2.91,7.6,Fog,0.614,0.5,1,2024,9,September,3,2,-0.419280411008408,-0.14921425847659509
SC-10148,2025-07-20,Busan,Singapore,Sea,Perishables,1246.44,312.13,4.03,9.4,Rain,0.747,3.64,0,2025,7,July,3,1,-1.2871395404625685,0.5308505548300869
SC-10149,2024-01-12,Los Angeles,Rotterdam,Road,Textiles,4540.37,66.51,2.49,1.1,Storm,0.942,9.02,0,2024,1,January,1,0,-1.052517799512119,-0.3161914201923061
SC-10150,2025-11-27,Dubai,Hamburg,Air,Automotive,13669.86,155.54,4.13,7.0,Storm,0.539,3.36,0,2025,11,November,4,4,0.6190377003049636,2.0343381117043684
SC-10151,2024-04-27,Los Angeles,Rotterdam,Road,Perishables,3973.65,101.7,1.99,8.5,Rain,0.528,3.09,1,2024,4,April,2,2,-0.7809280826878054,0.7652874095728203
SC-10152,2025-11-29,Los Angeles,Hamburg,Air,Perishables,2600.98,454.5,2.12,9.5,Hurricane,0.617,1.27,1,2025,11,November,4,2,-1.0708575774794546,-0.7527736823125888
SC-10153,2025-07-03,Hamburg,Singapore,Air,Textiles,7597.07,380.44,1.38,2.1,Rain,0.817,0.5,1,2025,7,July,3,0,-0.8138056748751781,-1.6820160180942532
SC-10154,2024-09-30,Busan,Singapore,Rail,Electronics,14791.93,338.52,3.83,5.0,Fog,0.63,18.87,1,2024,9,September,3,4,1.323285008364831,0.8490901938522699
SC-10155,2025-10-18,Rotterdam,Los Angeles,Rail,Textiles,4009.8,151.18,2.58,6.8,Storm,0.595,12.07,1,2025,10,October,4,2,-0.5387607421659065,0.7445585790049951
SC-10156,2024-12-14,Shanghai,Antwerp,Road,Perishables,10245.97,92.84,1.96,2.5,Storm,0.729,20.55,1,2024,12,December,4,0,0.551992093073085,0.06669129603310592
SC-10157,2024-04-24,Rotterdam,Busan,Rail,Electronics,11543.48,378.47,1.96,6.0,Fog,0.807,15.62,0,2024,4,April,2,0,0.7454042056462659,-1.2786059885190812
SC-10158,2024-10-27,Rotterdam,Shanghai,Air,Electronics,3945.74,237.6,4.17,2.6,Rain,0.624,0.55,1,2024,10,October,4,1,-1.421705296241287,1.4582078503115576
SC-10159,2025-03-21,Shanghai,Rotterdam,Rail,Textiles,11059.14,113.67,3.95,3.3,Rain,0.65,11.04,0,2025,3,March,1,4,0.26099217318338136,1.6533975836236747
SC-10160,2024-06-10,Antwerp,Busan,Air,Perishables,5832.86,308.69,3.03,4.4,Hurricane,0.807,1.3,1,2024,6,June,2,1,-0.9628739981610964,-0.30078634427291595
SC-10161,2025-04-09,Singapore,Antwerp,Road,Pharmaceuticals,9668.43,21.13,3.23,5.3,Clear,0.973,6.95,0,2025,4,April,2,1,-0.05079750751631835,0.19420305510692534
SC-10162,2024-01-04,Antwerp,Marseille,Road,Perishables,9686.18,163.76,2.77,4.5,Fog,0.837,9.89,0,2024,1,January,1,1,0.0655199729773334,-0.0775038519918927
SC-10163,2024-09-26,Hamburg,Antwerp,Sea,Electronics,8268.73,234.81,2.49,4.9,Rain,0.891,17.38,0,2024,9,September,3,1,0.1844820849299927,-0.7419123786334552
SC-10164,2025-05-27,Hamburg,Marseille,Air,Electronics,1809.2,74.83,4.22,3.0,Hurricane,0.683,0.72,1,2025,5,May,2,2,-1.737911115979168,1.8215976698288774
SC-10165,2024-07-01,Rotterdam,Los Angeles,Sea,Electronics,12611.89,492.34,1.61,1.6,Hurricane,0.636,49.853750000000005,1,2024,7,July,3,3,2.1719105595729666,-1.2044299828267158
SC-10166,2025-06-03,Rotterdam,Marseille,Road,Pharmaceuticals,5151.31,105.34,2.58,0.5,Storm,0.727,8.38,0,2025,6,June,2,2,-0.9774493250496086,0.4627170503068
SC-10167,2024-04-18,Hamburg,Singapore,Sea,Perishables,3204.52,66.05,2.34,2.0,Clear,0.904,4.73,0,2024,4,April,2,0,-1.382590914258305,-0.27986080662886786
SC-10168,2025-10-02,Singapore,Rotterdam,Road,Automotive,1091.24,102.56,2.84,5.8,Rain,0.728,1.56,0,2025,10,October,4,2,-1.5850276445900688,0.5751987440272213
SC-10169,2024-11-01,Dubai,Los Angeles,Rail,Electronics,9067.95,384.76,2.71,7.9,Fog,0.923,13.86,0,2024,11,November,4,0,0.33794053452295986,-1.275852484600705
SC-10170,2025-10-16,Busan,Singapore,Rail,Electronics,10324.68,213.33,2.91,1.7,Hurricane,0.994,49.853750000000005,1,2025,10,October,4,3,1.6925163320653525,-0.7554081867193199
SC-10171,2025-06-03,Rotterdam,Busan,Road,Pharmaceuticals,740.52,283.14,1.66,1.1,Storm,0.536,0.73,1,2025,6,June,2,2,-1.9256817944871731,-0.05496192196698608
SC-10172,2025-09-15,Singapore,Hamburg,Sea,Automotive,7925.35,11.48,2.89,7.5,Hurricane,0.523,49.853750000000005,1,2025,9,September,3,3,1.831067643585207,1.7205149114943752
SC-10173,2024-07-22,Rotterdam,Hamburg,Road,Automotive,3784.19,18.18,2.0,3.1,Clear,0.575,2.96,1,2024,7,July,3,2,-1.1944817297535826,0.9414086102737704
SC-10174,2024-06-05,Dubai,Los Angeles,Road,Automotive,9855.01,223.47,1.81,9.5,Clear,0.692,8.6,1,2024,6,June,2,2,0.4474656442065547,-0.4250545321916696
SC-10175,2025-01-17,Singapore,Hamburg,Road,Automotive,3028.31,408.51,1.41,7.1,Rain,0.566,1.92,0,2025,1,January,1,2,-1.0946271915949046,-0.844712620789028
SC-10176,2024-06-14,Hamburg,Marseille,Road,Pharmaceuticals,10518.6,442.73,3.72,3.3,Fog,0.935,11.4,0,2024,6,June,2,4,0.10266262125336721,-0.7834016559328202
SC-10177,2025-07-06,Busan,Shanghai,Sea,Textiles,6107.66,44.27,2.61,2.9,Fog,0.512,14.27,1,2025,7,July,3,2,-0.3410155582000744,1.5172977305048283
SC-10178,2025-06-27,Dubai,Rotterdam,Road,Textiles,14082.58,269.64,3.27,5.2,Storm,0.658,31.91,1,2025,6,June,2,3,1.8169853710895632,0.5915059391750156
SC-10179,2024-01-01,Shanghai,Los Angeles,Rail,Electronics,2494.05,456.7,3.6,0.8,Hurricane,0.592,14.44,1,2024,1,January,1,1,-1.1576902130101732,0.4362397303367802
SC-10180,2025-09-05,Dubai,Singapore,Rail,Perishables,5445.46,194.6,3.44,1.2,Fog,0.966,6.78,0,2025,9,September,3,1,-1.0494762189035205,-0.21317984606116458
SC-10181,2024-11-27,Los Angeles,Marseille,Air,Perishables,2145.37,414.95,2.75,1.8,Clear,0.835,0.5,1,2024,11,November,4,1,-1.7828906015748982,-0.9572191915398471
SC-10182,2025-05-15,Rotterdam,Hamburg,Rail,Automotive,13908.06,67.71,2.48,7.7,Hurricane,0.956,49.853750000000005,1,2025,5,May,2,3,2.7273373192870096,-0.44192744722069843
SC-10183,2024-01-20,Shanghai,Singapore,Rail,Automotive,13221.42,467.76,2.44,5.1,Fog,0.986,18.1,0,2024,1,January,1,0,0.9977101851095831,-1.9559861088763362
SC-10184,2024-04-24,Rotterdam,Marseille,Rail,Perishables,4240.15,375.96,3.31,0.1,Fog,0.749,4.11,0,2024,4,April,2,1,-1.3970095497288384,-0.07684068590321035
SC-10185,2025-01-06,Antwerp,Hamburg,Road,Textiles,10069.77,470.73,2.83,6.7,Clear,0.617,8.42,1,2025,1,January,1,4,0.24056119904062412,-0.2748229986683374
SC-10186,2024-11-10,Antwerp,Rotterdam,Air,Perishables,12349.72,338.63,4.0,4.2,Fog,0.597,1.07,0,2024,11,November,4,4,0.0862661829200654,1.1018251328601447
SC-10187,2024-09-02,Shanghai,Hamburg,Air,Automotive,8550.41,182.34,4.09,5.1,Hurricane,0.611,3.97,1,2024,9,September,3,4,-0.33737254068663486,1.6346305870815274
SC-10188,2024-02-29,Dubai,Singapore,Air,Pharmaceuticals,8179.93,469.15,1.76,2.1,Rain,0.854,0.57,0,2024,2,February,1,0,-0.7463330371416579,-1.8796316820618364
SC-10189,2024-09-03,Los Angeles,Marseille,Air,Automotive,4006.86,138.51,1.65,5.5,Rain,0.52,0.67,0,2024,9,September,3,2,-1.0769063838937287,0.47095455835241634
SC-10190,2025-08-03,Los Angeles,Marseille,Sea,Electronics,1849.99,166.75,3.28,9.8,Storm,0.526,12.16,1,2025,8,August,3,2,-0.6917792637096438,1.3961007694992766
SC-10191,2024-03-21,Dubai,Shanghai,Road,Perishables,13509.63,350.7,2.19,0.7,Rain,0.804,10.74,0,2024,3,March,1,0,0.47966005891614605,-0.9450748559026919
SC-10192,2024-03-28,Dubai,Singapore,Rail,Pharmaceuticals,13556.06,382.89,1.26,2.8,Hurricane,0.821,49.853750000000005,1,2024,3,March,1,3,2.3863210615011505,-1.7951192449318716
SC-10193,2025-05-12,Dubai,Marseille,Sea,Pharmaceuticals,9679.97,464.77,4.13,2.4,Clear,0.833,14.58,0,2025,5,May,2,4,0.051200271423531715,-0.17495713390919043
SC-10194,2024-03-11,Hamburg,Dubai,Air,Electronics,5415.93,103.2,1.95,2.5,Clear,0.686,0.5,1,2024,3,March,1,2,-1.1099175380394324,0.18460833637058385
SC-10195,2025-06-29,Los Angeles,Dubai,Sea,Automotive,5563.54,399.2,4.27,3.8,Clear,0.903,8.6,0,2025,6,June,2,1,-0.8040735178044337,-0.1509769301091871
SC-10196,2024-05-08,Busan,Shanghai,Air,Automotive,11026.36,369.53,3.57,8.2,Fog,0.767,1.11,1,2024,5,May,2,1,0.12106865282237178,-0.01686222489501047
SC-10197,2024-05-11,Singapore,Hamburg,Sea,Textiles,13508.1,32.83,3.72,9.1,Clear,0.553,27.15,1,2024,5,May,2,3,1.809020235261394,2.099530037245677
SC-10198,2025-11-06,Shanghai,Rotterdam,Sea,Textiles,13362.75,194.22,1.86,2.0,Rain,0.899,24.89,0,2025,11,November,4,0,1.1719172872660821,-1.0125890661455081
SC-10199,2025-05-01,Dubai,Antwerp,Rail,Perishables,11808.2,142.1,1.97,5.4,Storm,0.977,30.18,1,2025,5,May,2,3,1.36731748921689,-1.1063341060663285
SC-10200,2025-07-16,Busan,Hamburg,Sea,Perishables,9809.46,152.94,2.92,6.4,Hurricane,0.53,49.853750000000005,1,2025,7,July,3,3,2.0481968225968537,1.2339563870518138
SC-10201,2024-06-18,Los Angeles,Dubai,Rail,Pharmaceuticals,1720.03,491.49,1.77,5.2,Clear,0.696,1.14,1,2024,6,June,2,2,-1.5249120540100873,-1.3857633705170866
SC-10202,2024-09-28,Los Angeles,Singapore,Road,Automotive,2843.62,321.75,2.21,4.3,Clear,0.744,2.65,0,2024,9,September,3,2,-1.3519080410020405,-0.665081398989476
SC-10203,2025-06-24,Singapore,Marseille,Air,Perishables,13529.04,359.12,2.26,1.9,Fog,0.573,0.6,1,2025,6,June,2,2,0.17029797755475867,-0.028461151547088566
SC-10204,2025-09-13,Dubai,Marseille,Rail,Pharmaceuticals,9293.22,488.33,1.73,4.9,Rain,0.934,9.75,0,2025,9,September,3,0,0.013371755555873315,-2.313485137993436
SC-10205,2025-03-09,Antwerp,Los Angeles,Air,Pharmaceuticals,633.36,189.22,1.88,4.0,Hurricane,0.642,0.5,1,2025,3,March,1,2,-1.7798661785767618,-0.02470755662714427
SC-10206,2024-08-04,Shanghai,Hamburg,Road,Pharmaceuticals,1971.34,401.12,3.8,8.0,Hurricane,0.892,13.64,1,2024,8,August,3,1,-0.8574460369277616,-0.49441453450292266
SC-10207,2025-07-06,Antwerp,Rotterdam,Rail,Electronics,10120.78,217.83,1.75,7.6,Storm,0.835,29.43,1,2025,7,July,3,0,1.2471710042500286,-0.993773324600533
SC-10208,2025-12-07,Hamburg,Marseille,Air,Textiles,573.39,434.9,1.29,1.3,Hurricane,0.799,0.5,1,2025,12,December,4,0,-2.0104520283589578,-1.8773268309089908
SC-10209,2024-07-24,Hamburg,Singapore,Air,Electronics,2831.72,91.15,3.28,0.9,Clear,0.596,0.5,1,2024,7,July,3,2,-1.6699059875401487,1.4945029942696264
SC-10210,2025-12-31,Singapore,Shanghai,Road,Automotive,8456.64,473.9,4.42,9.1,Clear,0.61,6.39,1,2025,12,December,4,1,-0.006274832867150976,0.7906010510356508
SC-10211,2024-11-15,Dubai,Antwerp,Rail,Pharmaceuticals,10532.48,110.17,2.29,5.4,Rain,0.524,11.25,1,2024,11,November,4,4,0.42338204122271583,1.0077833905282936
SC-10212,2025-02-12,Busan,Hamburg,Air,Pharmaceuticals,9953.44,163.78,1.59,8.6,Rain,0.62,1.15,1,2025,2,February,1,4,0.10342813228253195,-0.0681750398400113
SC-10213,2025-11-18,Busan,Los Angeles,Sea,Automotive,3751.9,378.34,3.08,0.6,Rain,0.673,5.65,0,2025,11,November,4,1,-1.3473292340093201,0.04960338170797234
SC-10214,2025-10-27,Singapore,Busan,Air,Perishables,10826.6,197.48,4.19,5.3,Storm,0.917,1.52,1,2025,10,October,4,1,-0.13916636798665852,0.4518853055805815
SC-10215,2025-01-17,Hamburg,Los Angeles,Sea,Electronics,3940.11,304.5,3.79,5.4,Storm,0.683,20.97,0,2025,1,January,1,3,-0.3339335194401704,0.6934677265655915
SC-10216,2025-03-24,Los Angeles,Dubai,Sea,Automotive,5218.3,222.84,3.25,8.6,Rain,0.877,12.61,1,2025,3,March,1,1,-0.2931729601371198,-0.17788022916475468
SC-10217,2025-06-13,Dubai,Hamburg,Air,Perishables,11324.13,371.44,2.24,1.0,Fog,0.72,0.5,0,2025,6,June,2,4,-0.2910566408231952,-0.6602934458937367
SC-10218,2025-04-07,Shanghai,Los Angeles,Rail,Automotive,9919.68,114.94,2.99,2.4,Fog,0.892,11.29,1,2025,4,April,2,1,0.0029481262435639886,0.05137387945504405
SC-10219,2024-05-03,Shanghai,Antwerp,Road,Perishables,12813.74,30.17,1.5,4.1,Fog,0.988,12.85,0,2024,5,May,2,0,0.7016507891004476,-1.0508565265091034
SC-10220,2024-09-10,Rotterdam,Marseille,Road,Perishables,10035.39,150.66,3.44,8.7,Rain,0.62,10.96,0,2024,9,September,3,4,0.4863911634778083,1.2306234350680265
SC-10221,2024-08-18,Singapore,Busan,Air,Automotive,8740.47,237.68,3.59,9.4,Storm,0.931,1.36,1,2024,8,August,3,1,-0.1873945814106512,-0.20507270816801698
SC-10222,2024-03-06,Shanghai,Los Angeles,Air,Textiles,1858.28,84.84,4.38,9.9,Hurricane,0.811,1.43,1,2024,3,March,1,1,-1.260959725524365,1.313958412715119
SC-10223,2024-12-12,Los Angeles,Antwerp,Sea,Automotive,5831.88,178.04,2.06,9.6,Clear,0.909,11.97,0,2024,12,December,4,0,-0.11085475620560042,-0.9637789899388627
SC-10224,2024-01-22,Los Angeles,Dubai,Air,Automotive,4345.43,200.59,1.26,0.1,Storm,0.826,1.33,0,2024,1,January,1,0,-1.428086479498342,-1.1541868108355924
SC-10225,2025-08-25,Antwerp,Rotterdam,Sea,Automotive,4037.85,29.64,3.0,0.5,Clear,0.712,5.35,0,2025,8,August,3,2,-1.2990518989189421,1.0710702541040433
SC-10226,2025-07-21,Shanghai,Busan,Sea,Textiles,14608.65,292.07,3.53,1.5,Hurricane,0.614,49.853750000000005,1,2025,7,July,3,3,2.4381572738888493,0.8989724442603038
SC-10227,2024-08-23,Los Angeles,Shanghai,Sea,Pharmaceuticals,6199.92,442.29,3.81,3.5,Hurricane,0.535,49.853750000000005,1,2024,8,August,3,3,1.201339112194818,0.8220646700167384
SC-10228,2025-08-25,Antwerp,Busan,Rail,Textiles,13434.68,76.72,1.84,8.3,Storm,0.768,38.63,1,2025,8,August,3,3,2.265412183024064,-0.17335365566577937
SC-10229,2024-08-13,Shanghai,Rotterdam,Air,Perishables,9651.51,299.31,2.06,8.9,Clear,0.995,1.03,0,2024,8,August,3,0,-0.04943472558550312,-1.7046453582169123
SC-10230,2024-01-08,Rotterdam,Busan,Sea,Automotive,12024.76,332.7,2.89,1.9,Clear,0.869,17.37,0,2024,1,January,1,0,0.571683467561845,-0.682347707984597
SC-10231,2024-03-13,Singapore,Rotterdam,Road,Pharmaceuticals,7788.24,210.25,2.29,6.2,Clear,0.664,5.96,1,2024,3,March,1,2,-0.2438746031787648,0.0893136351123866
SC-10232,2025-12-25,Busan,Rotterdam,Rail,Electronics,8865.11,350.85,4.04,9.2,Fog,0.914,13.98,0,2025,12,December,4,1,0.35351562136045533,-0.23269050556052934
SC-10233,2025-10-08,Dubai,Los Angeles,Air,Pharmaceuticals,7641.51,205.96,2.76,4.6,Fog,0.884,1.11,0,2025,10,October,4,1,-0.6624937672489566,-0.4219905176694144
SC-10234,2024-03-01,Singapore,Busan,Air,Textiles,3331.02,252.81,3.84,1.0,Hurricane,0.641,1.13,1,2024,3,March,1,1,-1.5991738931423252,1.1294398015419358
SC-10235,2024-08-22,Shanghai,Rotterdam,Air,Pharmaceuticals,10975.56,4.67,3.12,4.6,Rain,0.507,0.5,1,2024,8,August,3,4,-0.053012768955591386,2.024275741989371
SC-10236,2024-03-10,Shanghai,Hamburg,Air,Automotive,4571.2,346.17,3.75,3.8,Clear,0.559,0.54,0,2024,3,March,1,1,-1.2145233545727094,1.0348402629657605
SC-10237,2024-02-02,Singapore,Marseille,Sea,Electronics,852.58,331.01,2.3,5.8,Clear,0.939,2.2,0,2024,2,February,1,0,-1.644015580092723,-1.4263653813192867
SC-10238,2024-12-04,Rotterdam,Hamburg,Rail,Perishables,9859.35,20.16,3.94,4.4,Storm,0.918,24.71,1,2024,12,December,4,1,0.6877566134290496,0.9005324525049975
SC-10239,2024-03-13,Hamburg,Rotterdam,Air,Electronics,3068.1,184.76,2.11,0.2,Hurricane,0.648,0.89,1,2024,3,March,1,2,-1.6374642761846108,0.17405649564072329
SC-10240,2025-06-10,Shanghai,Rotterdam,Rail,Pharmaceuticals,14136.65,489.54,3.0,9.9,Clear,0.643,14.43,1,2025,6,June,2,4,1.3747647749833858,-0.3530741087559674
SC-10241,2024-08-31,Los Angeles,Antwerp,Sea,Automotive,14331.96,210.95,1.91,5.4,Clear,0.896,25.6,0,2024,8,August,3,0,1.592896067988725,-1.061153921900678
SC-10242,2024-10-12,Hamburg,Los Angeles,Sea,Automotive,13765.53,251.47,2.77,4.7,Fog,0.969,36.08,0,2024,10,October,4,3,1.8607987429913575,-0.9042028754576974
SC-10243,2025-11-16,Antwerp,Shanghai,Road,Automotive,5867.3,455.06,2.25,9.5,Clear,0.89,4.54,1,2025,11,November,4,0,-0.46476309758451045,-1.7307785183432156
SC-10244,2025-05-12,Antwerp,Rotterdam,Air,Pharmaceuticals,724.12,358.91,2.08,1.6,Storm,0.803,0.5,1,2025,5,May,2,0,-1.9904085473101183,-1.09172724331685
SC-10245,2024-08-07,Busan,Shanghai,Air,Electronics,13960.62,291.45,4.39,1.9,Hurricane,0.621,7.54,1,2024,8,August,3,4,0.45887392555580436,1.4671055382931746
SC-10246,2025-07-06,Antwerp,Marseille,Sea,Pharmaceuticals,6708.67,399.1,1.73,8.1,Hurricane,0.763,49.853750000000005,1,2025,7,July,3,3,1.6297930490165475,-1.3861246652505554
SC-10247,2024-05-15,Antwerp,Los Angeles,Road,Textiles,14516.49,432.32,3.8,2.6,Clear,0.617,9.89,0,2024,5,May,2,4,0.7136547727000628,0.5792192730704587
SC-10248,2025-08-07,Dubai,Busan,Air,Electronics,14472.49,228.99,4.45,8.0,Clear,0.904,0.71,0,2025,8,August,3,1,0.5960108399962181,0.5502783047656307
SC-10249,2025-08-13,Singapore,Antwerp,Air,Electronics,12868.64,238.08,1.27,2.7,Clear,0.693,1.01,0,2025,8,August,3,0,0.1548082433162439,-0.7584023607807358
SC-10250,2025-04-29,Antwerp,Shanghai,Air,Pharmaceuticals,4769.51,193.64,3.51,0.3,Storm,0.917,1.24,1,2025,4,April,2,1,-1.4568859534894352,0.04048660737447907
SC-10251,2024-09-05,Shanghai,Rotterdam,Rail,Perishables,6083.92,483.39,2.03,5.2,Rain,0.691,6.53,0,2024,9,September,3,0,-0.5839277499099105,-1.1490573322547892
SC-10252,2025-04-29,Singapore,Marseille,Rail,Pharmaceuticals,12841.48,348.89,1.33,2.0,Clear,0.912,10.67,0,2025,4,April,2,0,0.4644632115742975,-1.9645265382320158
SC-10253,2025-02-20,Shanghai,Marseille,Road,Pharmaceuticals,5095.37,42.53,2.53,7.6,Rain,0.667,4.86,0,2025,2,February,1,2,-0.6313567040803311,0.8068881305860556
SC-10254,2024-07-13,Singapore,Antwerp,Air,Electronics,2957.64,431.62,4.29,6.4,Hurricane,0.72,1.5,1,2024,7,July,3,1,-1.322384085626135,0.4332291609692626
SC-10255,2024-04-06,Shanghai,Antwerp,Road,Electronics,8573.62,240.8,1.24,9.2,Hurricane,0.808,49.853750000000005,1,2024,4,April,2,3,2.030341367452081,-1.3454676729967685
SC-10256,2024-04-09,Dubai,Singapore,Air,Perishables,14074.24,35.31,3.14,7.8,Fog,0.535,1.76,1,2024,4,April,2,4,0.7181639525685712,1.7932841802864659
SC-10257,2025-11-05,Shanghai,Marseille,Sea,Pharmaceuticals,10592.43,275.31,2.85,1.8,Fog,0.974,24.18,0,2025,11,November,4,0,0.6126556046724545,-0.926416950212899
SC-10258,2025-03-17,Hamburg,Singapore,Air,Pharmaceuticals,8765.89,209.16,4.08,8.0,Clear,0.787,0.5,0,2025,3,March,1,1,-0.2995797684829484,0.8106770101443016
SC-10259,2024-12-28,Hamburg,Singapore,Air,Perishables,1909.06,439.0,1.48,6.4,Fog,0.754,0.5,0,2024,12,December,4,2,-1.4382242138403185,-1.6388695231179056
SC-10260,2025-03-09,Shanghai,Rotterdam,Sea,Perishables,9417.6,102.79,3.45,6.7,Hurricane,0.92,49.853750000000005,1,2025,3,March,1,3,1.8950121689372925,0.2323347097359334
SC-10261,2025-02-24,Hamburg,Los Angeles,Sea,Pharmaceuticals,14855.78,413.41,3.44,8.3,Clear,0.933,28.93,1,2025,2,February,1,1,1.9409791717692761,-0.9116363727445073
SC-10262,2025-04-23,Busan,Shanghai,Road,Perishables,2531.22,279.29,3.41,5.7,Clear,0.761,1.96,0,2025,4,April,2,1,-1.3835943707458236,0.2164131149292402
SC-10263,2024-02-25,Antwerp,Hamburg,Air,Automotive,8015.78,28.25,4.31,4.7,Hurricane,0.964,3.64,1,2024,2,February,1,1,-0.5474436987811561,0.941159709080579
SC-10264,2025-11-20,Antwerp,Rotterdam,Sea,Textiles,13221.91,485.95,3.92,6.4,Hurricane,0.532,49.853750000000005,1,2025,11,November,4,3,2.53874628260796,0.7446194668184741
SC-10265,2025-10-31,Singapore,Marseille,Rail,Textiles,11241.14,256.8,1.34,3.0,Clear,0.557,7.66,0,2025,10,October,4,4,0.23197842632768453,-0.25291299036685777
SC-10266,2025-10-23,Busan,Singapore,Road,Pharmaceuticals,10606.73,146.15,2.75,1.8,Rain,0.798,9.14,0,2025,10,October,4,1,0.008051429860850752,0.15783679369128337
SC-10267,2024-04-10,Rotterdam,Shanghai,Road,Textiles,10686.02,235.23,2.51,6.2,Storm,0.677,25.24,1,2024,4,April,2,0,1.0653809419881985,0.10185846691792706
SC-10268,2024-03-03,Los Angeles,Dubai,Road,Automotive,5712.62,429.07,2.22,2.3,Rain,0.732,4.5,0,2024,3,March,1,2,-0.9465436808820793,-0.9578028910885298
SC-10269,2025-02-16,Rotterdam,Shanghai,Road,Textiles,4757.08,153.15,2.69,0.8,Clear,0.664,2.61,0,2025,2,February,1,2,-1.2685190939901794,0.6144684562701298
SC-10270,2024-12-13,Antwerp,Los Angeles,Road,Automotive,12235.74,97.15,2.47,0.0,Rain,0.702,7.3,0,2024,12,December,4,0,0.1061896721819973,0.543623476460158
SC-10271,2024-04-21,Hamburg,Rotterdam,Rail,Automotive,12246.64,65.41,2.63,6.1,Storm,0.911,32.91,0,2024,4,April,2,3,1.6041001558743435,-0.13594383288298253
SC-10272,2024-09-11,Rotterdam,Busan,Road,Textiles,13072.55,149.63,4.43,3.6,Hurricane,0.797,49.853750000000005,1,2024,9,September,3,3,2.265368912537346,1.2636353815133494
SC-10273,2024-07-15,Hamburg,Busan,Rail,Automotive,13741.99,390.24,1.49,7.5,Storm,0.999,39.87,1,2024,7,July,3,3,2.2478279535754293,-2.4132899986189145
SC-10274,2024-07-13,Dubai,Rotterdam,Road,Pharmaceuticals,7914.46,236.34,4.24,3.8,Storm,0.893,17.11,1,2024,7,July,3,1,-0.02879141769258638,0.44537008757273977
SC-10275,2025-07-03,Singapore,Hamburg,Air,Pharmaceuticals,7771.99,114.51,2.78,4.9,Hurricane,0.637,4.1,1,2025,7,July,3,2,-0.42275749622413195,0.8806298279342059
SC-10276,2025-04-04,Rotterdam,Dubai,Road,Textiles,12075.28,83.93,3.26,4.1,Storm,0.632,26.6,1,2025,4,April,2,3,1.2013474440764431,1.3484249909928512
SC-10277,2024-05-23,Shanghai,Busan,Air,Automotive,9924.48,167.03,3.94,6.5,Rain,0.668,0.66,1,2024,5,May,2,4,-0.16964432353825018,1.352255617794843
SC-10278,2025-03-08,Singapore,Rotterdam,Sea,Pharmaceuticals,10678.52,470.02,2.39,3.6,Clear,0.922,18.01,1,2025,3,March,1,0,0.4929979617074392,-1.737396330798057
SC-10279,2024-07-06,Singapore,Los Angeles,Air,Automotive,12038.99,172.17,2.62,9.6,Rain,0.514,0.92,0,2024,7,July,3,4,0.48734100499857586,1.0144921271624445
SC-10280,2024-10-12,Antwerp,Singapore,Sea,Pharmaceuticals,13405.08,494.07,2.55,9.4,Storm,0.615,49.853750000000005,1,2024,10,October,4,3,2.8073167761820828,-0.5744878568720115
SC-10281,2025-04-18,Shanghai,Hamburg,Rail,Automotive,5400.93,243.13,2.44,8.5,Rain,0.952,5.91,0,2025,4,April,2,0,-0.5543627372948653,-1.0904392329826587
SC-10282,2024-09-12,Hamburg,Shanghai,Rail,Electronics,5945.95,90.4,4.25,9.2,Clear,0.82,5.5,0,2024,9,September,3,1,-0.46092851180012495,1.1900202692064084
SC-10283,2024-03-18,Los Angeles,Singapore,Sea,Perishables,1862.74,445.68,3.94,4.5,Fog,0.613,5.08,1,2024,3,March,1,1,-1.4358213064190963,0.5832742125882701
SC-10284,2025-03-29,Dubai,Singapore,Road,Electronics,8885.06,230.72,1.56,5.4,Clear,0.61,6.34,0,2025,3,March,1,2,-0.06406406757077014,-0.2540751934918005
SC-10285,2025-07-17,Los Angeles,Shanghai,Road,Textiles,1021.16,355.13,1.56,7.4,Fog,0.931,0.73,1,2025,7,July,3,0,-1.5427507597059114,-1.99956828463296
SC-10286,2024-04-10,Antwerp,Hamburg,Road,Automotive,7251.17,491.87,2.61,7.0,Hurricane,0.947,46.91,1,2024,4,April,2,3,1.427133830716016,-1.8229499810495426
SC-10287,2024-02-21,Rotterdam,Shanghai,Rail,Perishables,8368.35,26.04,1.53,8.9,Clear,0.628,8.56,0,2024,2,February,1,2,0.20405132003660817,0.3331388027512735
